onetsoccode,Title,taskid,task,tasktype,incumbentsresponding,date,domainsource,scaleid,category,datavalue,n,standarderror,lowercibound,uppercibound,recommendsuppress
51-9198.00,Helpers--Production Workers,12698,Mark or tag identification on parts.,Supplemental,89,07/2015,Incumbent,IM,n/a,3.9100001,49,0.1547,3.5948,4.2168,N
51-9198.00,Helpers--Production Workers,12719,"Wash work areas, machines, equipment, vehicles, or products.",Supplemental,91,07/2015,Incumbent,IM,n/a,3.21,50,0.2327,2.7379,3.6729,N
51-9198.00,Helpers--Production Workers,12710,"Transfer finished products, raw materials, tools, or equipment between storage and work areas of plants and warehouses, by hand or using hand trucks or powered lift trucks.",Core,90,07/2015,Incumbent,IM,n/a,3.72,65,0.2567,3.2074,4.2331,N
51-9198.00,Helpers--Production Workers,12713,"Measure amounts of products, lengths of extruded articles, or weights of filled containers to ensure conformance to specifications.",Supplemental,88,07/2015,Incumbent,IM,n/a,4,41,0.1562,3.6888,4.3202,N
53-1041.00,Aircraft Cargo Handling Supervisors,14432,Distribute cargo to maximize use of space.,Core,60,07/2016,Incumbent,IM,n/a,4.3499999,47,0.1661,4.0172,4.6861,N
53-1041.00,Aircraft Cargo Handling Supervisors,20933,Train new employees in areas such as safety procedures or equipment operation.,Core,59,07/2016,Incumbent,IM,n/a,4.5100002,49,0.0997,4.3137,4.7146,N
53-1041.00,Aircraft Cargo Handling Supervisors,14436,Accompany aircraft as a member of the flight crew to monitor and handle cargo in flight.,Supplemental,59,07/2016,Incumbent,IM,n/a,4.1399999,19,0.2849,3.5373,4.7343,N
53-1041.00,Aircraft Cargo Handling Supervisors,14434,"Direct ground crews in the loading, unloading, securing, or staging of aircraft cargo or baggage.",Core,59,07/2016,Incumbent,IM,n/a,4.54,52,0.1244,4.2925,4.7918,N
53-1041.00,Aircraft Cargo Handling Supervisors,14435,"Determine the quantity and orientation of cargo, and compute an aircraft's center of gravity.",Core,59,07/2016,Incumbent,IM,n/a,4.6300001,39,0.1429,4.3363,4.9149,N
53-1041.00,Aircraft Cargo Handling Supervisors,14433,"Calculate load weights for different aircraft compartments, using charts and computers.",Supplemental,60,07/2016,Incumbent,IM,n/a,4.8200002,39,0.0725,4.6685,4.9621,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8562,Collaborate with workers and managers to solve work-related problems.,Core,59,08/2024,Incumbent,IM,n/a,4.4200001,59,0.1599,4.0951,4.7352,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",20830,Maintain a safe working environment by monitoring safety procedures and equipment.,Core,59,08/2024,Incumbent,IM,n/a,4.4699998,57,0.2160,4.0378,4.9031,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8583,"Inventory supplies and requisition or purchase additional items, as necessary.",Supplemental,58,08/2024,Incumbent,IM,n/a,3.99,39,0.1330,3.7178,4.2564,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8575,"Recommend or initiate personnel actions, such as promotions, transfers, or disciplinary measures.",Core,59,08/2024,Incumbent,IM,n/a,3.8299999,54,0.2269,3.3749,4.2850,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8568,Evaluate employee performance and prepare performance appraisals.,Core,59,08/2024,Incumbent,IM,n/a,3.6800001,54,0.1980,3.2835,4.0776,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8563,Review work throughout the work process and at completion to ensure that it has been performed properly.,Core,57,08/2024,Incumbent,IM,n/a,4.3899999,55,0.1646,4.0575,4.7173,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8564,Transmit and explain work orders to laborers.,Core,59,08/2024,Incumbent,IM,n/a,4.02,55,0.1647,3.6911,4.3516,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8570,"Prepare and maintain work records and reports of information such as employee time and wages, daily receipts, or inspection results.",Core,59,08/2024,Incumbent,IM,n/a,4.0700002,42,0.1506,3.7708,4.3791,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8576,Assess training needs of staff and arrange for or provide appropriate instruction.,Core,58,08/2024,Incumbent,IM,n/a,3.9000001,51,0.1807,3.5410,4.2667,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8577,Schedule times of shipment and modes of transportation for materials.,Supplemental,59,08/2024,Incumbent,IM,n/a,4.02,27,0.2157,3.5778,4.4645,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8565,Check specifications of materials loaded or unloaded against information contained in work orders.,Core,57,08/2024,Incumbent,IM,n/a,3.8699999,34,0.1800,3.5065,4.2391,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8582,"Participate in the hiring process by reviewing credentials, conducting interviews, or making hiring decisions or recommendations.",Core,58,08/2024,Incumbent,IM,n/a,3.9400001,43,0.1732,3.5867,4.2856,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8573,Inspect equipment for wear and for conformance to specifications.,Core,59,08/2024,Incumbent,IM,n/a,4.1100001,53,0.2434,3.6176,4.5945,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8569,"Perform the same work duties as those supervised, or perform more difficult or skilled tasks or assist in their performance.",Core,58,08/2024,Incumbent,IM,n/a,3.8599999,51,0.1897,3.4807,4.2429,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8567,Examine freight to determine loading sequences.,Supplemental,58,08/2024,Incumbent,IM,n/a,4.3800001,21,0.2865,3.7796,4.9750,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8579,"Estimate material, time, and staffing requirements for a given project, based on work orders, job specifications, and experience.",Core,59,08/2024,Incumbent,IM,n/a,3.9300001,54,0.1433,3.6433,4.2181,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8561,Plan work schedules and assign duties to maintain adequate staff for effective performance of activities and response to fluctuating workloads.,Core,59,08/2024,Incumbent,IM,n/a,4.0100002,53,0.1645,3.6797,4.3400,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8581,Inspect job sites to determine the extent of maintenance or repairs needed.,Supplemental,58,08/2024,Incumbent,IM,n/a,3.6700001,36,0.2591,3.1419,4.1938,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8580,"Provide assistance in balancing books, tracking, monitoring, or projecting a unit's budget needs, and in developing unit policies and procedures.",Supplemental,58,08/2024,Incumbent,IM,n/a,3.72,28,0.2819,3.1423,4.2991,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8572,"Counsel employees in work-related activities, personal growth, or career development.",Core,58,08/2024,Incumbent,IM,n/a,3.9100001,54,0.1984,3.5083,4.3042,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8574,"Resolve personnel problems, complaints, or formal grievances when possible, or refer them to higher-level supervisors for resolution.",Core,58,08/2024,Incumbent,IM,n/a,3.8399999,54,0.2217,3.4003,4.2896,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8571,"Conduct staff meetings to relay general information or to address specific topics, such as safety.",Core,58,08/2024,Incumbent,IM,n/a,3.9000001,52,0.1825,3.5311,4.2640,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8578,Quote prices to customers.,Supplemental,57,08/2024,Incumbent,IM,n/a,3.8199999,10,0.4367,2.8306,4.8065,N
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",8566,Inform designated employees or departments of items loaded or problems encountered.,Core,59,08/2024,Incumbent,IM,n/a,4.1199999,48,0.1818,3.7584,4.4899,N
53-1042.01,Recycling Coordinators,17894,Design community solid and hazardous waste management programs.,Supplemental,59,07/2014,Incumbent,IM,n/a,3.0899999,27,0.1595,2.7618,3.4175,N
53-1042.01,Recycling Coordinators,17905,Identify or investigate new opportunities for materials to be collected and recycled.,Core,59,07/2014,Incumbent,IM,n/a,3.26,44,0.1889,2.8810,3.6430,N
53-1042.01,Recycling Coordinators,17890,Assign truck drivers or recycling technicians to routes.,Supplemental,59,07/2014,Incumbent,IM,n/a,4.0999999,38,0.2149,3.6637,4.5346,N
53-1042.01,Recycling Coordinators,17889,"Supervise recycling technicians, community service workers, or other recycling operations employees or volunteers.",Core,59,07/2014,Incumbent,IM,n/a,3.96,49,0.1696,3.6214,4.3033,N
53-1042.01,Recycling Coordinators,17903,Prepare grant applications to fund recycling programs or program enhancements.,Supplemental,59,07/2014,Incumbent,IM,n/a,3.3099999,23,0.3117,2.6630,3.9557,N
53-1042.01,Recycling Coordinators,17892,Coordinate shipments of recycling materials with shipping brokers or processing companies.,Supplemental,59,07/2014,Incumbent,IM,n/a,3.77,27,0.1942,3.3687,4.1671,N
53-1042.01,Recycling Coordinators,17891,Coordinate recycling collection schedules to optimize service and efficiency.,Supplemental,58,07/2014,Incumbent,IM,n/a,3.51,40,0.3094,2.8874,4.1392,N
53-1042.01,Recycling Coordinators,17910,Review customer requests for service to determine service needs and deploy appropriate resources to provide service.,Core,59,07/2014,Incumbent,IM,n/a,3.76,50,0.1666,3.4205,4.0901,N
53-1042.01,Recycling Coordinators,17897,Investigate violations of solid waste or recycling ordinances.,Supplemental,59,07/2014,Incumbent,IM,n/a,3.25,36,0.2258,2.7910,3.7077,N
53-1042.01,Recycling Coordinators,17893,Create or manage recycling operations budgets.,Supplemental,59,07/2014,Incumbent,IM,n/a,4.02,37,0.1713,3.6758,4.3706,N
53-1042.01,Recycling Coordinators,17908,"Prepare bills of lading, statements of shipping records, or customer receipts related to recycling or hazardous material services.",Supplemental,59,07/2014,Incumbent,IM,n/a,4,27,0.2774,3.4298,4.5700,N
53-1042.01,Recycling Coordinators,17900,"Operate fork lifts, skid loaders, or trucks to move or store recyclable materials.",Supplemental,59,07/2014,Incumbent,IM,n/a,3.71,25,0.3803,2.9216,4.4915,N
53-1042.01,Recycling Coordinators,17906,"Inspect physical condition of recycling or hazardous waste facility for compliance with safety, quality, and service standards.",Supplemental,59,07/2014,Incumbent,IM,n/a,3.9300001,33,0.2027,3.5122,4.3379,N
53-1042.01,Recycling Coordinators,17899,Negotiate contracts with waste management or other firms.,Supplemental,59,07/2014,Incumbent,IM,n/a,3.8699999,27,0.2710,3.3122,4.4262,N
53-1042.01,Recycling Coordinators,17898,Make presentations to educate the public on how to recycle or on the environmental advantages of recycling.,Supplemental,59,07/2014,Incumbent,IM,n/a,3.21,42,0.2027,2.8016,3.6204,N
53-1042.01,Recycling Coordinators,17902,Oversee campaigns to promote recycling or waste reduction programs in communities or private companies.,Supplemental,59,07/2014,Incumbent,IM,n/a,3.6199999,38,0.2737,3.0606,4.1697,N
53-1042.01,Recycling Coordinators,17907,Maintain logs of recycling materials received or shipped to processing companies.,Core,59,07/2014,Incumbent,IM,n/a,4.0300002,44,0.1582,3.7105,4.3485,N
53-1042.01,Recycling Coordinators,17888,Oversee recycling pick-up or drop-off programs to ensure compliance with community ordinances.,Core,58,07/2014,Incumbent,IM,n/a,4.1700001,41,0.1164,3.9326,4.4032,N
53-1042.01,Recycling Coordinators,17904,Schedule movement of recycling materials into and out of storage areas.,Supplemental,59,07/2014,Incumbent,IM,n/a,3.6400001,39,0.2324,3.1692,4.1101,N
53-1042.01,Recycling Coordinators,17896,"Implement grant-funded projects, monitoring and reporting progress in accordance with sponsoring agency requirements.",Supplemental,59,07/2014,Incumbent,IM,n/a,3.22,23,0.3266,2.5389,3.8937,N
53-1042.01,Recycling Coordinators,17895,Develop community or corporate recycling plans and goals to minimize waste and conform to resource constraints.,Supplemental,59,07/2014,Incumbent,IM,n/a,3.3599999,40,0.2889,2.7717,3.9405,N
53-1042.01,Recycling Coordinators,17909,"Provide training to recycling technicians or community service workers on topics such as safety, solid waste processing, or general recycling operations.",Core,59,07/2014,Incumbent,IM,n/a,3.6199999,45,0.1454,3.3299,3.9158,N
53-1042.01,Recycling Coordinators,17901,"Operate recycling processing equipment, such as sorters, balers, crushers, and granulators to sort and process materials.",Supplemental,59,07/2014,Incumbent,IM,n/a,3.77,20,0.3479,3.0370,4.4932,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8591,"Recommend and implement measures to improve worker motivation, equipment performance, work methods, or customer services.",Core,52,08/2023,Incumbent,IM,n/a,3.8199999,50,0.1458,3.5277,4.1136,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,20455,Monitor field work to ensure proper performance and use of materials.,Core,51,08/2023,Incumbent,IM,n/a,3.8099999,40,0.2101,3.3812,4.2310,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8584,Enforce safety rules and regulations.,Core,50,08/2023,Incumbent,IM,n/a,4.5100002,48,0.1161,4.2788,4.7458,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8600,"Compute or estimate cash, payroll, transportation, personnel, or storage requirements.",Supplemental,49,08/2023,Incumbent,IM,n/a,3.77,31,0.1795,3.4072,4.1405,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8596,"Recommend or implement personnel actions, such as employee selection, evaluation, rewards, or disciplinary actions.",Core,51,08/2023,Incumbent,IM,n/a,3.6300001,44,0.1227,3.3860,3.8808,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8602,Perform or schedule repairs or preventive maintenance of vehicles or other equipment.,Supplemental,51,08/2023,Incumbent,IM,n/a,3.8599999,34,0.2615,3.3301,4.3943,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8586,"Confer with customers, supervisors, contractors, or other personnel to exchange information or to resolve problems.",Core,51,08/2023,Incumbent,IM,n/a,4.0799999,48,0.1534,3.7670,4.3844,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8597,"Requisition needed personnel, supplies, equipment, parts, or repair services.",Core,50,08/2023,Incumbent,IM,n/a,3.8900001,38,0.1505,3.5879,4.1979,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8592,"Maintain or verify records of time, materials, expenditures, or crew activities.",Core,52,08/2023,Incumbent,IM,n/a,3.9000001,48,0.0952,3.7115,4.0944,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8595,"Prepare, compile, and submit reports on work activities, operations, production, or work-related accidents.",Core,52,08/2023,Incumbent,IM,n/a,3.8199999,48,0.1767,3.4640,4.1750,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8605,Drive vehicles or operate machines or equipment to complete work assignments or to assist workers.,Core,50,08/2023,Incumbent,IM,n/a,3.9300001,40,0.1727,3.5765,4.2752,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8588,Resolve worker problems or collaborate with employees to assist in problem resolution.,Core,51,08/2023,Incumbent,IM,n/a,4.1100001,47,0.1105,3.8840,4.3287,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8603,"Examine, measure, or weigh cargo or materials to determine specific handling requirements.",Core,48,08/2023,Incumbent,IM,n/a,3.99,27,0.4499,3.0654,4.9148,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8601,Dispatch personnel and vehicles in response to telephone or radio reports of emergencies.,Core,49,08/2023,Incumbent,IM,n/a,3.8099999,35,0.2028,3.3957,4.2201,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8599,"Inspect or test materials, stock, vehicles, equipment, or facilities to ensure that they are safe, free of defects, and consistent with specifications.",Core,51,08/2023,Incumbent,IM,n/a,3.9100001,42,0.2290,3.4460,4.3712,N
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,8585,"Plan work assignments and equipment allocations to meet transportation, operations or production goals.",Core,52,08/2023,Incumbent,IM,n/a,4.0700002,48,0.1168,3.8351,4.3051,N
